iph_cir_fc,iph_hc_fc,iph_cir_p,iph_hc_p,metabolite
1.335077786,1.132321458,0.01118956,0.47104534,PC(16:1e/0:0)
1.009452313,-1.036219012,0.999947723,0.999996517,PC(O-18:0/0:0)
-1.038053496,1.244940541,0.999947723,0.053379495,PC(18:1e/0:0)
1.200894673,-1.134923705,0.561099798,0.806244267,PC(18:1e/0:0)
-1.026999595,-1.103961935,0.999947723,0.762560106,PC(18:1e/0:0)
1.132300119,-1.051068467,0.61222187,0.999996517,PC(18:2e/0:0)
1.291183466,-1.327255687,0.390850596,0.281581079,PC(18:2e/0:0)
1.283519806,-1.072909386,0.045894191,0.925474913,PC(O-20:0/0:0)
1.152638746,-1.026118665,0.51979367,0.999996517,PC(20:1e/0:0)
1.260667122,-1.150761793,0.479475877,0.834384599,PC(20:1e/0:0)
1.382791418,1.023987152,0.114352548,0.999996517,PC(20:2e/0:0)
-1.037350133,-1.051883018,0.999947723,0.999996517,PC(20:2e/0:0)
1.144337011,-1.049091217,0.850440128,0.999996517,
1.261757647,1.006241431,0.101962282,0.999996517,PC(22:1e/0:0)
1.253660486,-1.088519744,0.21264864,0.939372474,
1.293710788,1.006700272,0.004256865,0.999996517,PC(O-22:0/0:0)
1.207621707,1.034170411,0.215475659,0.999996517,PC(24:1e/0:0)
1.712242546,1.100677195,0.002723053,0.961443679,PC(24:2e/0:0)
1.531341729,1.093632761,0.014102604,0.980937754,LPC(e22:2)
1.376403182,-1.108918445,0.115300491,0.938589404,PE(O-16:0/0:0)
1.020952238,-1.264684565,0.999947723,0.079990775,PE(16:2e/0:0)
1.401794052,-1.071170299,0.064111455,0.999996517,PE(18:1e/0:0)
1.081544157,-1.536073831,0.999947723,0.132907863,PE(18:2e/0:0)
1.456732854,-1.205220529,0.115300491,0.683273802,
1.293692214,-1.107584203,0.056596089,0.743663951,PE(20:1e/0:0)
1.111807632,-1.112440366,0.913420895,0.919703382,PE(20:2e/0:0)
1.420917632,-1.021404355,0.144709964,0.999996517,PE(20:3e/0:0)
-1.36158691,1.109984708,0.019400263,0.743663951,NAE(16:0)
-1.305516461,-1.08116458,0.006070275,0.743663951,NAE(18:0)
-1.184820954,1.293034663,0.650311916,0.237221123,NAE(18:1n-9)
-1.44510653,1.308983907,0.005429564,0.0536283,
1.044461041,-1.044638776,0.999947723,0.999996517,NAE(18:2n-6)
-1.40265038,-1.262891022,0.044832928,0.237221123,NAE(20:4n-6)
-1.386874451,-1.201046409,0.048438092,0.418932211,NAE(22:6n-3)
-1.111474188,-1.266426707,0.813646123,0.141420884,SM(d18:0/14:0)
1.021449357,-1.15372361,0.999947723,0.669646717,SM(d18:0/15:0)
-1.08925757,-1.133990587,0.750615902,0.37623646,SM(d18:0/16:0)
-1.62723939,-1.418751908,0.005416819,0.057844866,SM(d18:0/18:0)
-1.721951143,-1.813898799,0.0034603,0.000467356,SM(d18:0/22:0)
1.071653284,-1.140874629,0.98160647,0.705437822,SM(d18:1/12:0)
1.070969717,-1.293909122,0.959801418,0.101689109,SM(32:1)
1.183324298,-1.202870257,0.390723608,0.28699198,SM(33:1)
1.069030234,-1.106593432,0.748239915,0.347330201,SM(d18:1/16:0)
1.192340062,-1.372072839,0.308715649,0.013169234,SM(d18:2/16:0)
1.191983745,-1.309565203,0.20185058,0.018398246,SM(d18:1/17:0)
1.130272359,-1.556574758,0.580166897,3.07568E-05,SM(d18:1/18:0)
1.297892881,-1.57104094,0.061172479,0.000144409,SM(36:2)
1.155433687,-1.754523146,0.4225501,2.25589E-07,SM(38:1)
1.20936285,-1.709504818,0.201476613,1.52867E-06,SM(d18:2/20:0)
1.1621616,-1.879086235,0.650311916,6.52676E-06,SM(39:1)
1.269118016,-1.6724156,0.07588062,3.91978E-06,SM(d18:1/22:0)
-1.059592575,-1.270963447,0.999947723,0.175437428,SM(d16:1/24:1)
1.388697918,-1.829497556,0.016353965,8.21832E-07,SM(d18:2/22:0)
1.146048213,-1.793019203,0.636769,3.07635E-06,SM(d18:1/23:0)
-1.072674907,-1.307110974,0.952471483,0.083327282,SM(d18:1/23:1)
1.334809694,-1.977180757,0.109621922,2.90055E-06,SM(d18:2/23:0)
1.010717586,-1.242306521,0.999947723,0.05912295,SM(d18:1/24:1) + SM(d18:2/24:0)
1.10508483,-1.278788629,0.68165741,0.027176473,SM(42:3)
1.015277747,-1.473514537,0.999947723,0.004908069,SM(d18:2/14:0)
1.26078875,-1.685918158,0.201369767,0.000144409,SM(42:1)
1.238226062,-1.865842633,0.311796829,1.12952E-05,SM(d18:1/25:0)
-1.010910968,-1.682854934,0.999947723,0.023834281,SM(43:2)
-1.653100079,-1.875879942,0.007029768,0.000211174,SM(38:0)
1.154950189,-1.374144758,0.6804259,0.056932258,SM(31:1)
1.01754776,1.136133448,0.999947723,0.834384599,Cortisol (hydrocortisone)
3.189084143,-1.928917235,0.000398095,0.058504937,Dehydroepiandrosterone sulfate (DHEAS)
1.079148854,-1.19636433,0.999947723,0.825981981,Pregnenolone sulfate
2.306237265,-1.629979807,0.007029768,0.177212275,
4.260315448,-2.597650475,0.00012857,0.006372392,
6.399313949,-3.235524194,0.00012857,0.010883175,
4.39316589,-2.2288377,0.000437402,0.081648476,androsterone sulfate + etiocholanolone sulfate
2.865577188,-1.540302051,0.007029768,0.459823183,
1.706717874,-1.255340002,0.128323775,0.808057547,
-1.314544055,-1.695804135,0.862136163,0.337940609,TG(42:0)
-1.718606471,-1.658857121,0.224815464,0.278212159,TG(44:0)
-1.840048501,-1.84082533,0.201369767,0.195812528,TG(44:1)
-1.498495943,-1.765249036,0.654319909,0.302371029,TG(44:2)
-1.342094541,-1.347749093,0.303941717,0.281034377,TG(45:0)
-2.231249883,-1.394483095,0.018583171,0.567655659,TG(46:0)
-2.117599407,-1.590278418,0.031495487,0.285218307,TG(46:1)
-1.882800002,-1.65506853,0.072449846,0.195812528,TG(46:2)
-1.644480794,-1.627667572,0.284214249,0.288254693,TG(46:3)
-1.621245769,-1.339643363,0.055147938,0.366575823,TG(47:0)
-1.79800061,-1.482499171,0.025503858,0.198089178,TG(47:1)
-2.331337963,-1.143203061,0.003451397,0.999996517,TG(48:0)
-2.548616791,-1.406000657,0.000894082,0.388659397,TG(48:1)
-2.143112622,-1.556974667,0.004710333,0.149468654,TG(48:2)
-1.664781605,-1.70925543,0.115300491,0.0913958,TG(48:3)
-1.336595741,-1.744013846,0.745897812,0.163252908,TG(48:4)
-1.907291074,-1.378653447,0.01263966,0.364174274,TG(49:0)
-1.861852603,-1.447394172,0.010530471,0.197335971,TG(49:1)
-1.729249606,-1.492951813,0.013731452,0.101001905,TG(49:2)
-1.568387856,-1.485752148,0.064224569,0.123543051,TG(49:3)
-1.901264476,-1.35289601,0.02447288,0.48992183,TG(50:0)
-1.989191395,-1.068592447,0.000326445,0.999996517,TG(50:1)
-1.993114963,-1.170512788,0.000282593,0.716680759,TG(50:2)
-1.696941572,-1.397969378,0.007655993,0.13598619,TG(50:3)
-1.204337871,-1.475542744,0.913753688,0.364174274,TG(50:4)
-1.490186394,-1.999117135,0.334644548,0.023823952,TG(50:5)
-1.928493905,-1.464645738,0.004302107,0.143106059,TG(51:1)
-1.657043971,-1.484960152,0.018583171,0.087468577,TG(51:2)
-1.257494076,-1.530368062,0.585463914,0.076242328,TG(51:3)
-1.316092143,-1.77321636,0.570808112,0.033135349,TG(51:4)
-1.539199254,-1.482624278,0.201369767,0.267400382,TG(52:0)
-1.818439408,-1.422992096,0.013268867,0.232746387,TG(52:1)
-1.338570493,-1.23279788,0.037839887,0.191583109,TG(52:2)
-1.173377846,-1.214549324,0.585463914,0.358750247,TG(52:3)
-1.036525928,-1.305455047,0.999947723,0.364174274,TG(52:4)
1.022489473,-1.629129173,0.999947723,0.102419849,TG(52:5)
-1.183557127,-1.146030431,0.24927015,0.415877735,TG(53:0)
-1.66959529,-1.533356773,0.032957086,0.095338155,TG(53:1)
-1.509753819,-1.579512702,0.058628239,0.028414056,TG(53:2)
-1.30824499,-1.499566016,0.333223226,0.060489383,TG(53:3)
-1.170765629,-1.352039444,0.816381402,0.255365763,TG(54:0)
-1.652815272,-1.409448674,0.117589646,0.395906972,TG(54:1)
-1.510726786,-1.207587735,0.058628239,0.640814022,TG(54:2)
-1.20502327,1.036478564,0.465382338,0.999996517,TG(54:3)
-1.032059908,-1.009502433,0.999947723,0.999996517,TG(54:4)
1.161841339,-1.031965941,0.907686788,0.999996517,TG(54:5)
-1.656661287,-1.686976218,0.018856912,0.011698964,TG(54:5)
1.264562031,-1.365275656,0.882365422,0.710723727,TG(54:6)
-1.414154051,-1.845456446,0.255907707,0.009118178,TG(54:6)
1.083796186,-1.384535079,0.999947723,0.905574869,TG(54:7)
-3.002260383,-2.449288418,0.001984301,0.008801606,TG(54:7)
-1.29325415,-1.11993412,0.400342348,0.960909967,TG(56:0)
-1.530372981,-1.246605685,0.151960987,0.702727411,TG(56:1)
-1.698239683,-1.182820806,0.025503858,0.812921532,TG(56:2)
-1.542255003,-1.063944678,0.021715215,0.999996517,TG(56:3)
-1.519491671,-1.457769672,0.048438092,0.086943664,TG(56:5)
-1.639127165,-1.897425101,0.071377298,0.009515112,TG(56:5)
-1.160793522,-1.701756087,0.843729203,0.009515112,TG(56:6)
1.054820481,-1.640884241,0.999947723,0.04886831,TG(56:7)
-2.245807682,-1.681320665,0.007477156,0.128250938,TG(56:7)
1.367283529,-1.624238119,0.884225317,0.571749655,TG(56:8)
-1.778865981,-1.964782417,0.121276009,0.055011951,TG(56:8)
-1.568462561,-1.303317794,0.135652721,0.559764599,TG(58:1)
-1.775346398,-1.202461223,0.03300017,0.828406942,TG(58:2)
-1.637368206,-1.048220355,0.036048909,0.999996517,TG(58:3)
-1.57947165,1.010927606,0.035150921,0.999996517,TG(58:4)
-1.721530013,-1.462879726,0.004113978,0.056932258,TG(58:6)
-1.257589001,-1.578094243,0.778687267,0.174561591,TG(58:7)
-1.523509037,-1.468685947,0.116973347,0.170499898,TG(58:8)
-1.310004307,-1.799298611,0.654319909,0.051131856,TG(58:9)
-1.102486172,-2.128516247,0.999947723,0.009139436,TG(58:10)
-1.301322043,-1.441290639,0.669345631,0.338960772,TG(60:1)
-1.723476535,-1.160115647,0.054167835,0.945618125,TG(60:2)
-1.53376533,-1.084643024,0.117589646,0.999996517,TG(60:3)
-1.565872083,-1.540687318,0.730698669,0.710723727,TG(42:1)
-1.110031168,-1.495217005,0.982616942,0.129109777,TG(53:4)
-1.380471469,-1.397381026,0.493327234,0.415877735,TG(45:1)
