"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51","PC52","PC53","PC54","PC55","PC56","PC57","PC58","PC59","PC60"
"113307",0.58916,1.2516,0.60378,-1.6658,-0.094006,-0.40426,-1.4218,0.34928,-1.1213,-0.16534,-1.0717,0.30245,0.30103,0.54259,-0.32269,0.46872,0.39736,0.35528,0.20262,-0.074346,0.34551,1.2585,0.096173,-0.6609,0.043115,-0.74277,1.0295,-0.09534,-0.076637,0.23154,0.29746,-0.42563,0.078686,-0.060428,-0.04408,-0.12685,-0.26747,-0.14391,0.088929,-0.19683,-0.13806,0.1398,-0.11571,0.25694,0.049769,0.09479,-0.21407,-0.079031,0.20141,-0.23306,0.32577,-0.026753,-0.079091,0.038302,0.039348,-0.10088,0.016064,-0.019686,-0.10667,6.6613e-16
"113308",1.1972,0.46812,0.52657,-0.11473,0.57356,-2.1749,-0.10724,1.2304,1.5409,-0.75299,0.2771,-0.6483,0.053001,-0.69151,-0.65541,-0.14354,0.21156,-0.24771,-0.34451,-0.6959,-0.23136,-0.16,0.43225,-0.03469,-0.31621,-0.031647,0.84087,-0.17064,-0.19607,0.19959,0.21063,0.64641,0.12712,0.53951,0.60836,0.075997,-0.22161,0.075893,-0.069226,-0.10423,0.18636,-0.37909,0.24222,0.26194,-0.094376,-0.011548,0.12875,0.0047155,0.085139,0.16709,0.085595,0.021784,-0.12371,0.23682,0.063304,0.055611,-0.0020231,0.025262,0.11284,6.605e-16
"113313",1.9461,-0.39024,2.9257,-2.8991,0.29129,2.6743,-0.82093,1.7823,-1.1198,-0.8121,-0.6086,-1.6658,0.32817,-0.32459,0.50774,-0.39215,0.48976,-0.86394,0.14489,0.45685,0.090969,0.34261,-0.01463,-0.062391,0.065739,0.58365,-0.17713,-0.27234,0.22276,0.050753,0.1119,0.084843,-0.18042,0.12214,0.18286,0.015964,0.07219,0.080188,0.34251,0.063616,0.05771,-0.018667,-0.1236,-0.084681,-0.14405,0.08577,0.082064,0.084858,-0.12597,0.097353,-0.17031,0.043686,0.13758,0.097845,-0.018686,0.1327,0.038148,0.026629,-0.04735,7.7867e-16
"113314",1.633,-0.73688,0.65654,-0.034658,0.39703,0.23911,1.6325,0.5414,-0.83675,1.4162,-0.40693,-0.57337,-0.15815,0.95208,0.21731,-0.3485,0.20436,0.36494,-0.518,0.058035,0.15827,-0.2549,-0.24364,-0.81426,-0.29986,-0.21026,-0.2452,-0.35505,0.19669,-0.084549,0.027226,-0.31962,0.31737,0.10778,0.12143,-0.35882,0.14413,-0.4726,-0.092056,0.38896,0.20338,0.055387,0.33024,0.19412,0.21407,-0.18561,0.2994,-0.014549,-0.21504,0.22109,0.26375,0.030041,0.0085648,-0.11107,0.27435,-0.0018139,0.014305,-0.070349,0.058758,8.3679e-16
"113322",1.8636,-1.7248,-1.305,0.017322,0.57297,0.49155,-0.71659,0.38075,0.20284,-0.66208,-0.33485,-0.60658,-0.092485,-0.35276,-1.2211,0.0028036,0.34512,0.57061,-0.19617,-0.070497,-0.62886,0.22729,-0.31557,0.1679,0.038151,0.46174,-0.45709,0.034416,-0.20308,-0.13706,0.048872,-0.13403,-0.60376,-0.35334,0.57601,0.29642,-0.014772,-0.22153,-0.48159,0.3111,0.27566,0.39602,-0.1459,-0.081416,-0.10868,-0.34384,-0.26726,-0.052945,-0.093688,-0.082812,0.18078,-0.33137,-0.090293,-0.0077604,-0.035376,0.0042231,-0.073144,-0.063868,0.066961,1.162e-15
"113323",1.65,-1.6067,-1.6457,-0.6058,-0.43604,-0.29463,0.83757,0.68281,-0.42421,-0.13579,-0.2819,-0.023018,-0.64164,-0.60656,-0.31563,-0.54211,0.24178,-0.035728,-0.096497,-0.90621,-0.19608,0.10393,-0.56843,-1.0584,-0.1489,0.45899,0.029412,0.12854,-0.3002,-0.45096,-0.61448,0.32124,0.11154,-0.64803,-0.19127,-0.091161,0.012406,0.19055,0.13005,0.090194,-0.47328,-0.12983,0.19812,-0.19288,0.012463,-0.091575,-0.12191,-0.13679,0.47512,0.094656,-0.094191,0.040027,0.20748,0.063436,0.033716,-0.0013509,0.044015,-0.10244,-0.024335,1.3331e-15
"113324",1.8423,-2.0132,-0.99539,0.35504,0.63309,-0.26838,-0.054654,0.60996,0.14401,-0.57306,0.40568,-0.85963,-0.64059,0.56204,-0.50683,0.58623,-0.076298,0.30541,0.00022388,0.33227,0.0044615,0.056604,-0.19989,0.54035,-0.5899,0.40276,-0.64187,0.2095,-0.24218,0.7031,0.15172,0.091932,-0.059931,-0.073923,0.029078,0.33499,-0.2608,-0.34601,-0.023877,-0.20133,-0.025869,0.089033,0.074724,-0.036846,0.034267,-0.039356,0.019337,0.064316,0.21099,-0.083518,0.037666,0.57807,-0.032784,-0.15914,0.11387,-0.077513,0.017214,0.10006,-0.15771,6.8435e-16
"113325",1.4293,-1.4432,-1.8054,0.055514,1.2665,-0.42869,0.62467,0.39782,-0.60672,0.046985,0.63674,-0.39569,0.48219,1.024,-0.26976,0.4155,-0.12524,0.10091,0.95012,-0.10782,0.441,-0.10213,-0.073799,0.29294,-0.57927,0.11834,-0.35796,0.31504,0.096769,0.62911,0.40721,-0.18805,0.05251,-0.095016,-0.1787,-0.45669,-0.054613,-0.0068435,0.16741,-0.08396,-0.37907,0.27612,-0.028156,0.091101,0.19464,0.09442,0.044993,0.035981,0.087892,0.13231,-0.075123,-0.25822,0.11696,0.28165,-0.10816,0.026278,-0.088823,0.1687,0.21922,1.0521e-15
"113326",1.648,-1.5697,-1.3295,0.27395,-0.80628,-0.87437,0.15398,0.93098,0.15873,-0.40662,-0.38309,0.46573,-1.5628,-0.035058,-0.29313,-0.34998,0.06642,-0.29685,-0.48637,0.14564,-0.19221,0.095335,-0.61554,-0.24198,-0.21438,0.12761,-0.32983,-0.022278,-0.18142,0.23511,-0.12681,0.085625,0.053416,0.51326,-0.56584,-0.32286,-0.014843,0.18682,0.29342,-0.56381,0.48101,0.034368,-0.39148,0.16804,0.29076,-0.068323,0.115,0.0010599,-0.16081,-0.26369,0.0091167,-0.11639,0.027624,-0.053055,-0.1203,0.15251,0.13095,-0.10592,0.021772,7.9667e-16
"113327",1.4996,-1.3761,-1.2359,-0.33377,-0.037755,0.291,0.18909,0.37701,0.42265,0.12246,0.79966,0.56366,0.57118,0.27045,-0.59093,-0.40362,0.51186,0.15015,0.088184,0.15776,0.58623,-0.047935,-0.80652,-0.0070703,0.14639,0.32933,0.24118,-0.40483,0.26682,-0.12719,0.15934,0.060072,0.41046,0.2595,0.0097641,0.29715,-0.23907,0.015692,-0.068931,-0.15308,-0.15718,0.25382,0.5345,-0.054639,-0.17011,0.32395,-0.21129,-0.33742,-0.37268,0.11979,-0.039763,-0.024207,-0.069594,-0.12027,-0.24945,-0.027884,0.21918,0.0029831,-0.060141,1.432e-15
"113328",1.4554,-1.5912,-1.4786,0.10848,-0.26107,0.94807,-0.98358,-0.59862,-1.1532,-0.028061,-0.052069,0.98107,0.10047,0.18553,-0.24792,-0.81082,0.20422,-0.50248,0.62479,0.096915,0.34499,-0.38586,-0.093273,0.12437,-0.096554,-0.59312,0.31788,1.0241,-0.509,-0.31501,0.25515,0.012155,-0.20333,-0.051545,0.29416,0.23315,0.067045,-0.21032,0.0010471,-0.16891,0.54276,0.11514,0.16437,0.23254,0.095226,-0.0050723,0.2114,0.018145,0.1029,0.23465,-0.40888,-0.033117,-0.0059168,0.074189,0.085137,-0.099442,-0.0064364,-0.096488,-0.10203,1.1831e-15
"113329",1.5303,-1.4447,-0.74037,0.46592,0.43967,0.3321,-0.37855,-0.38551,-0.96574,0.45378,1.389,0.51915,0.17789,1.037,-0.59355,0.10754,0.36101,0.14902,0.52291,-0.11277,0.46806,-0.24495,0.020042,-0.032244,0.26958,0.12163,0.53755,-0.15961,0.25829,-0.22872,-0.11471,0.23336,-0.51757,-0.10894,0.1752,0.022208,0.22035,0.064183,-0.17777,0.19906,0.088332,-0.63019,-0.059703,-0.27284,0.38901,-0.021745,-0.13501,0.30696,-0.094588,-0.23472,0.16002,0.077834,0.028022,0.085989,0.014053,0.24912,0.16681,0.065328,-0.052218,8.6996e-16
"113330",-4.6697,-4.0778,0.23749,1.2818,0.56893,0.86842,-0.15318,0.1544,0.40707,-0.14776,-0.62923,0.33944,0.90555,0.6075,-0.74756,-0.27964,0.89509,-0.059491,0.54698,0.34161,-0.8365,0.060758,-0.21974,-0.55592,-0.49996,-0.050993,-0.020618,0.068868,0.40704,-0.21059,-0.21368,0.21798,0.11487,0.12594,0.10665,-0.12271,-0.045031,-0.049828,0.39449,-0.064089,-0.028053,-0.44748,-0.094482,-0.11153,-0.081828,0.028331,-0.014443,-0.078955,-0.18515,-0.30751,-0.15585,0.071359,-0.046273,-0.088168,0.040119,-0.26744,-0.21723,0.030571,0.1271,6.3404e-16
"113331",1.6455,-1.4565,-0.64166,-0.2503,-0.17808,-0.54189,0.090294,-0.63217,0.0030061,-1.2218,0.86581,0.31732,0.25291,-0.10885,-0.38932,1.051,0.063655,0.027104,-0.58911,0.42045,-0.25928,0.40713,-0.06345,0.32873,0.078319,-0.11902,-0.26752,0.022905,0.17262,-0.19137,-0.29003,-0.81741,0.79224,0.2322,0.22747,-0.21238,0.20664,-0.11724,0.20122,0.49727,0.23771,-0.34551,0.1045,0.12753,-0.28445,-0.11411,0.17762,0.13186,0.2148,-0.05411,-0.029132,-0.078753,0.21207,0.056256,-0.2354,-0.042514,0.029228,0.014213,-0.11771,4.0126e-16
"113332",1.8493,-1.9115,-0.099973,-0.17139,-0.5776,0.56881,-0.99945,-0.38528,0.93438,0.71837,0.15459,0.67628,-0.075029,-0.37435,0.17343,0.37886,-0.067285,0.10601,0.94908,-1.3327,-0.91743,0.31958,-0.07981,0.74108,0.083891,-0.091167,-0.27054,-1.3237,-0.17241,-0.033295,0.44828,-0.43516,-0.18908,-0.019188,-0.26644,0.074786,-0.4027,-0.078544,0.37698,0.11613,-0.019245,-0.064108,0.092906,-0.031497,0.077841,0.07974,0.13377,0.12418,0.0016303,0.058778,-0.13905,-0.061251,0.033593,-0.047832,0.19673,0.0069943,0.046682,-0.09948,0.003317,7.6328e-16
"113333",1.8261,-1.6998,-0.33998,0.75099,-0.58366,-0.30162,-0.11297,-0.067128,-0.47769,1.2481,-0.13117,0.78675,0.30069,-0.18378,0.53059,0.66718,-0.54617,-0.95924,0.056286,-0.58821,-0.36195,1.2026,0.48838,-0.36812,0.44459,1.1668,-0.33355,1.1098,0.52115,0.31585,0.61613,0.14969,0.24257,0.095401,0.043941,0.30901,0.13502,0.17511,-0.13208,0.0072117,-0.014918,-0.20166,0.01078,0.011755,-0.025378,-0.031082,0.081959,-0.084803,-0.09132,0.074631,0.12809,-0.032829,-0.069718,-0.087312,0.030928,-0.0066387,0.0072002,-0.030861,0.014162,9.3588e-16
"113334",-3.9115,-4.6177,0.30724,0.2426,-2.2159,0.25921,-0.4984,-0.09409,0.9275,0.57541,-0.64562,-0.06187,-0.12101,-0.40342,0.53573,-1.0136,-0.072408,0.36248,-0.34156,-0.21843,0.51248,0.053722,-0.3328,0.26101,0.78871,-0.053476,0.064937,0.17297,0.088208,0.00050677,0.013251,-0.14143,0.13779,-0.31526,-0.061474,-0.043175,-0.25265,-0.6308,0.033633,-0.35441,-0.11789,-0.1739,-0.062579,0.055179,-0.11817,-0.4469,-0.019429,0.13146,-0.10269,0.11849,0.077647,0.01697,0.052193,0.1675,-0.061012,0.0073495,0.057085,0.2723,0.0013615,9.2114e-16
"113335",1.8652,-2.5208,-1.0453,0.065983,-1.0301,-0.49157,-0.04451,0.11071,0.68397,-0.15761,0.12356,-0.319,0.248,0.76294,0.7342,-0.10944,-0.98766,0.15055,-0.59939,0.20512,0.1231,-0.04005,0.33374,0.17748,-0.07922,-0.25123,0.042957,0.18977,0.59794,-0.44168,0.13634,-0.012457,-0.53392,-0.15093,0.27534,-0.20171,-0.15034,0.022243,-0.023734,0.064007,-0.34428,0.16288,-0.094274,0.28576,-0.22043,0.07149,-0.048594,0.10675,-0.17339,-0.21457,-0.081052,0.263,0.10521,0.1814,-0.046323,-0.059077,0.10118,-0.34266,0.10361,8.325e-16
"113336",1.7708,-2.0712,-0.51036,0.096632,-1.7236,0.26902,-0.74899,0.6665,-0.40729,1.2951,-0.28693,0.41396,0.35838,-0.16507,1.0662,0.082908,0.84617,0.28764,-0.73344,-0.55035,-0.59131,-0.79239,0.41961,-0.20415,-0.048883,-0.16001,-0.1425,-0.10284,-0.28634,0.32807,0.30008,-0.06249,-0.18962,0.28294,0.1621,-0.73612,0.095523,0.1884,-0.40265,0.16781,0.25195,0.1292,0.060875,-0.15248,-0.024971,0.23113,-0.2667,-0.078822,0.16073,-0.059524,-0.087821,0.16583,-0.013084,-0.020999,-0.21038,0.023708,-0.14396,0.11714,-0.038256,9.297e-16
"113337",1.7903,-2.3259,-1.0529,-0.27439,-1.3789,-0.98355,-0.10997,-0.17996,0.59166,-0.67381,0.53437,0.21297,-0.40537,-0.4144,-0.028831,-0.39143,-0.021716,-0.080776,0.27081,0.80011,0.19755,-0.12711,0.18663,-0.32844,0.098033,0.13104,0.55102,-0.11113,0.29059,-0.035521,-0.012571,-0.59244,0.15161,-0.18449,0.031136,0.18056,-0.058868,0.101,-0.17626,-0.083459,-0.2183,0.14385,0.01956,-0.085258,-0.061632,0.12629,0.24416,-0.14075,-0.096678,-0.11037,-0.054904,0.0097187,-0.0056341,-0.065982,0.18718,0.36728,-0.42339,0.01921,-0.05412,1.1779e-15
"113338",1.6392,-2.1646,-0.75361,-0.53215,-1.5183,-1.0496,-0.20134,0.39215,1.2091,-0.50621,-0.76136,-0.54358,-0.093827,0.60319,0.12871,-0.23593,-0.070137,-0.45469,-0.17909,0.43709,-0.025498,0.12207,0.52241,-0.023424,0.21586,-0.67171,-0.38732,0.1869,-0.22103,-0.29055,-0.1112,0.14187,-0.010894,-0.02267,0.017469,0.35906,0.28257,0.68002,0.33347,0.15925,-0.064078,0.24887,0.3664,-0.14016,0.30397,0.14309,-0.11901,0.42873,-0.073857,0.012664,0.15648,-0.1537,0.020419,-0.10954,0.083119,-0.15645,0.025775,0.16747,-0.014972,1.2736e-15
"113339",1.868,-2.0903,-1.1255,0.087787,-0.32306,-0.82831,0.5335,0.47903,-0.36216,-0.45589,0.20541,-0.24489,0.29985,-0.50058,0.16386,0.23057,-0.63466,-0.14795,-0.2668,0.37393,0.86943,-0.26609,0.22786,-0.0847,-0.23696,-0.2034,0.65307,-0.55393,-0.15347,0.45321,0.46543,-0.015549,-0.072641,-0.18466,-0.11304,0.018048,0.090206,-0.077324,-0.0099474,-0.082183,0.091165,-0.35687,-0.45434,-0.53633,-0.062763,-0.085122,-0.083311,0.043592,-0.062023,0.40405,0.010126,-0.097739,0.067625,-0.2274,-0.059104,-0.24759,-0.055485,-0.13146,0.013945,1.1684e-15
"113340",-4.5142,-4.5324,0.27894,0.88169,-0.47693,0.47972,-0.31825,0.97857,-0.0544,0.73203,0.17015,-0.35002,0.5858,0.19029,0.90032,0.48388,-0.14772,0.22624,0.1634,0.28702,0.36585,-0.10917,-0.062765,0.39553,-0.27367,-0.52099,-0.022224,-0.21075,0.21235,-0.10866,-0.29099,0.42586,-0.018036,-0.067739,0.24293,0.53814,-0.008397,0.17884,-0.033946,0.10097,0.11542,0.071022,-0.20643,0.1549,-0.023009,0.09847,0.29459,-0.37866,0.48205,-0.08651,0.12672,-0.17082,0.052374,-0.19818,-0.018492,0.13788,0.14801,0.018646,0.070204,6.0726e-16
